,text,hoax
72,Pelarangan WNA Masuk Ke Indonesia Diperpanjang,0
73,Pasien Sembuh Terus Meningkat Menjadi 711.205 Orang,0
74,Jokowi Menggunakan Vaksin Buatan Eropa,1
75,Kriteria Penetapan Emergency Use Authorization (EUA) untuk Vaksin COVID-19,0
76,“Rakyat Aceh menolak vaksin covid19 karena menurut para ulama Aceh itu haram”,1
77,Kesembuhan COVID-19 Bertambah Menjadi 703.464 Orang,0
78,Analisis Data COVID-19 Indonesia (Update Per 10 Januari 2021),0
79,Monitoring Kepatuhan Protokol Kesehatan di 34 Provinsi Indonesia (Update Per 10 Januari 2021),0
80,Persetujuan Penggunaan Obat dalam Kondisi Darurat,0
81,Fatwa Majelis Ulama Indonesia Nomor : 02 Tahun 2021,0
82,“Kemasan vaksin Sinovac ga pake ampulan Didalam box vaksin sudah ada spuit khusus yg sdh ada vaksin nya”,1
83,"Disiplin 3M, Hal Sederhana Yang Dapat Menyelamatkan Nyawa",0
84,Pelarangan WNA Masuk Ke Indonesia Diperpanjang,0
85,Pasien Sembuh Terus Meningkat Menjadi 711.205 Orang,0
86,Jokowi Menggunakan Vaksin Buatan Eropa,1
87,Kriteria Penetapan Emergency Use Authorization (EUA) untuk Vaksin COVID-19,0
88,“Rakyat Aceh menolak vaksin covid19 karena menurut para ulama Aceh itu haram”,1
89,Kesembuhan COVID-19 Bertambah Menjadi 703.464 Orang,0
90,Analisis Data COVID-19 Indonesia (Update Per 10 Januari 2021),0
91,Monitoring Kepatuhan Protokol Kesehatan di 34 Provinsi Indonesia (Update Per 10 Januari 2021),0
92,Persetujuan Penggunaan Obat dalam Kondisi Darurat,0
93,Fatwa Majelis Ulama Indonesia Nomor : 02 Tahun 2021,0
94,“Kemasan vaksin Sinovac ga pake ampulan Didalam box vaksin sudah ada spuit khusus yg sdh ada vaksin nya”,1
95,"Disiplin 3M, Hal Sederhana Yang Dapat Menyelamatkan Nyawa",0
96,Pelarangan WNA Masuk Ke Indonesia Diperpanjang,0
97,Pasien Sembuh Terus Meningkat Menjadi 711.205 Orang,0
98,Jokowi Menggunakan Vaksin Buatan Eropa,1
99,Kriteria Penetapan Emergency Use Authorization (EUA) untuk Vaksin COVID-19,0
100,“Rakyat Aceh menolak vaksin covid19 karena menurut para ulama Aceh itu haram”,1
101,Kesembuhan COVID-19 Bertambah Menjadi 703.464 Orang,0
102,Analisis Data COVID-19 Indonesia (Update Per 10 Januari 2021),0
103,Monitoring Kepatuhan Protokol Kesehatan di 34 Provinsi Indonesia (Update Per 10 Januari 2021),0
104,Persetujuan Penggunaan Obat dalam Kondisi Darurat,0
105,Fatwa Majelis Ulama Indonesia Nomor : 02 Tahun 2021,0
106,“Kemasan vaksin Sinovac ga pake ampulan Didalam box vaksin sudah ada spuit khusus yg sdh ada vaksin nya”,1
107,"Disiplin 3M, Hal Sederhana Yang Dapat Menyelamatkan Nyawa",0
108,Pelarangan WNA Masuk Ke Indonesia Diperpanjang,0
109,Pasien Sembuh Terus Meningkat Menjadi 711.205 Orang,0
110,Jokowi Menggunakan Vaksin Buatan Eropa,1
111,Kriteria Penetapan Emergency Use Authorization (EUA) untuk Vaksin COVID-19,0
112,“Rakyat Aceh menolak vaksin covid19 karena menurut para ulama Aceh itu haram”,1
113,Kesembuhan COVID-19 Bertambah Menjadi 703.464 Orang,0
114,Analisis Data COVID-19 Indonesia (Update Per 10 Januari 2021),0
115,Monitoring Kepatuhan Protokol Kesehatan di 34 Provinsi Indonesia (Update Per 10 Januari 2021),0
116,Persetujuan Penggunaan Obat dalam Kondisi Darurat,0
117,Fatwa Majelis Ulama Indonesia Nomor : 02 Tahun 2021,0
118,“Kemasan vaksin Sinovac ga pake ampulan Didalam box vaksin sudah ada spuit khusus yg sdh ada vaksin nya”,1
119,"Disiplin 3M, Hal Sederhana Yang Dapat Menyelamatkan Nyawa",0
120,Pelarangan WNA Masuk Ke Indonesia Diperpanjang,0
121,Pasien Sembuh Terus Meningkat Menjadi 711.205 Orang,0
122,Jokowi Menggunakan Vaksin Buatan Eropa,1
123,Kriteria Penetapan Emergency Use Authorization (EUA) untuk Vaksin COVID-19,0
124,“Rakyat Aceh menolak vaksin covid19 karena menurut para ulama Aceh itu haram”,1
125,Kesembuhan COVID-19 Bertambah Menjadi 703.464 Orang,0
126,Analisis Data COVID-19 Indonesia (Update Per 10 Januari 2021),0
127,Monitoring Kepatuhan Protokol Kesehatan di 34 Provinsi Indonesia (Update Per 10 Januari 2021),0
128,Persetujuan Penggunaan Obat dalam Kondisi Darurat,0
129,Fatwa Majelis Ulama Indonesia Nomor : 02 Tahun 2021,0
130,“Kemasan vaksin Sinovac ga pake ampulan Didalam box vaksin sudah ada spuit khusus yg sdh ada vaksin nya”,1
131,"Disiplin 3M, Hal Sederhana Yang Dapat Menyelamatkan Nyawa",0
132,Pelarangan WNA Masuk Ke Indonesia Diperpanjang,0
133,Pasien Sembuh Terus Meningkat Menjadi 711.205 Orang,0
134,Jokowi Menggunakan Vaksin Buatan Eropa,1
135,Kriteria Penetapan Emergency Use Authorization (EUA) untuk Vaksin COVID-19,0
136,“Rakyat Aceh menolak vaksin covid19 karena menurut para ulama Aceh itu haram”,1
137,Kesembuhan COVID-19 Bertambah Menjadi 703.464 Orang,0
138,Analisis Data COVID-19 Indonesia (Update Per 10 Januari 2021),0
139,Monitoring Kepatuhan Protokol Kesehatan di 34 Provinsi Indonesia (Update Per 10 Januari 2021),0
140,Persetujuan Penggunaan Obat dalam Kondisi Darurat,0
141,Fatwa Majelis Ulama Indonesia Nomor : 02 Tahun 2021,0
142,“Kemasan vaksin Sinovac ga pake ampulan Didalam box vaksin sudah ada spuit khusus yg sdh ada vaksin nya”,1
143,"Disiplin 3M, Hal Sederhana Yang Dapat Menyelamatkan Nyawa",0
144,Pelarangan WNA Masuk Ke Indonesia Diperpanjang,0
145,Pasien Sembuh Terus Meningkat Menjadi 711.205 Orang,0
146,Jokowi Menggunakan Vaksin Buatan Eropa,1
147,Kriteria Penetapan Emergency Use Authorization (EUA) untuk Vaksin COVID-19,0
148,“Rakyat Aceh menolak vaksin covid19 karena menurut para ulama Aceh itu haram”,1
149,Kesembuhan COVID-19 Bertambah Menjadi 703.464 Orang,0
150,Analisis Data COVID-19 Indonesia (Update Per 10 Januari 2021),0
151,Monitoring Kepatuhan Protokol Kesehatan di 34 Provinsi Indonesia (Update Per 10 Januari 2021),0
152,Persetujuan Penggunaan Obat dalam Kondisi Darurat,0
153,Fatwa Majelis Ulama Indonesia Nomor : 02 Tahun 2021,0
154,“Kemasan vaksin Sinovac ga pake ampulan Didalam box vaksin sudah ada spuit khusus yg sdh ada vaksin nya”,1
155,"Disiplin 3M, Hal Sederhana Yang Dapat Menyelamatkan Nyawa",0
156,Pelarangan WNA Masuk Ke Indonesia Diperpanjang,0
157,Pasien Sembuh Terus Meningkat Menjadi 711.205 Orang,0
158,Jokowi Menggunakan Vaksin Buatan Eropa,1
159,Kriteria Penetapan Emergency Use Authorization (EUA) untuk Vaksin COVID-19,0
160,“Rakyat Aceh menolak vaksin covid19 karena menurut para ulama Aceh itu haram”,1
161,Kesembuhan COVID-19 Bertambah Menjadi 703.464 Orang,0
162,Analisis Data COVID-19 Indonesia (Update Per 10 Januari 2021),0
163,Monitoring Kepatuhan Protokol Kesehatan di 34 Provinsi Indonesia (Update Per 10 Januari 2021),0
164,Persetujuan Penggunaan Obat dalam Kondisi Darurat,0
165,Fatwa Majelis Ulama Indonesia Nomor : 02 Tahun 2021,0
166,“Kemasan vaksin Sinovac ga pake ampulan Didalam box vaksin sudah ada spuit khusus yg sdh ada vaksin nya”,1
167,"Disiplin 3M, Hal Sederhana Yang Dapat Menyelamatkan Nyawa",0
168,Pelarangan WNA Masuk Ke Indonesia Diperpanjang,0
169,Pasien Sembuh Terus Meningkat Menjadi 711.205 Orang,0
170,Jokowi Menggunakan Vaksin Buatan Eropa,1
171,Kriteria Penetapan Emergency Use Authorization (EUA) untuk Vaksin COVID-19,0
172,“Rakyat Aceh menolak vaksin covid19 karena menurut para ulama Aceh itu haram”,1
173,Kesembuhan COVID-19 Bertambah Menjadi 703.464 Orang,0
174,Analisis Data COVID-19 Indonesia (Update Per 10 Januari 2021),0
175,Monitoring Kepatuhan Protokol Kesehatan di 34 Provinsi Indonesia (Update Per 10 Januari 2021),0
176,Persetujuan Penggunaan Obat dalam Kondisi Darurat,0
177,Fatwa Majelis Ulama Indonesia Nomor : 02 Tahun 2021,0
178,“Kemasan vaksin Sinovac ga pake ampulan Didalam box vaksin sudah ada spuit khusus yg sdh ada vaksin nya”,1
179,"Disiplin 3M, Hal Sederhana Yang Dapat Menyelamatkan Nyawa",0
180,Pelarangan WNA Masuk Ke Indonesia Diperpanjang,0
181,Pasien Sembuh Terus Meningkat Menjadi 711.205 Orang,0
182,Jokowi Menggunakan Vaksin Buatan Eropa,1
183,Kriteria Penetapan Emergency Use Authorization (EUA) untuk Vaksin COVID-19,0
184,“Rakyat Aceh menolak vaksin covid19 karena menurut para ulama Aceh itu haram”,1
185,Kesembuhan COVID-19 Bertambah Menjadi 703.464 Orang,0
186,Analisis Data COVID-19 Indonesia (Update Per 10 Januari 2021),0
187,Monitoring Kepatuhan Protokol Kesehatan di 34 Provinsi Indonesia (Update Per 10 Januari 2021),0
188,Persetujuan Penggunaan Obat dalam Kondisi Darurat,0
189,Fatwa Majelis Ulama Indonesia Nomor : 02 Tahun 2021,0
190,“Kemasan vaksin Sinovac ga pake ampulan Didalam box vaksin sudah ada spuit khusus yg sdh ada vaksin nya”,1
191,"Disiplin 3M, Hal Sederhana Yang Dapat Menyelamatkan Nyawa",0
192,Pelarangan WNA Masuk Ke Indonesia Diperpanjang,0
193,Pasien Sembuh Terus Meningkat Menjadi 711.205 Orang,0
194,Jokowi Menggunakan Vaksin Buatan Eropa,1
195,Kriteria Penetapan Emergency Use Authorization (EUA) untuk Vaksin COVID-19,0
196,“Rakyat Aceh menolak vaksin covid19 karena menurut para ulama Aceh itu haram”,1
197,Kesembuhan COVID-19 Bertambah Menjadi 703.464 Orang,0
198,Analisis Data COVID-19 Indonesia (Update Per 10 Januari 2021),0
199,Monitoring Kepatuhan Protokol Kesehatan di 34 Provinsi Indonesia (Update Per 10 Januari 2021),0
200,Persetujuan Penggunaan Obat dalam Kondisi Darurat,0
201,Fatwa Majelis Ulama Indonesia Nomor : 02 Tahun 2021,0
202,“Kemasan vaksin Sinovac ga pake ampulan Didalam box vaksin sudah ada spuit khusus yg sdh ada vaksin nya”,1
203,"Disiplin 3M, Hal Sederhana Yang Dapat Menyelamatkan Nyawa",0
204,Pelarangan WNA Masuk Ke Indonesia Diperpanjang,0
205,Pasien Sembuh Terus Meningkat Menjadi 711.205 Orang,0
206,Jokowi Menggunakan Vaksin Buatan Eropa,1
207,Kriteria Penetapan Emergency Use Authorization (EUA) untuk Vaksin COVID-19,0
208,“Rakyat Aceh menolak vaksin covid19 karena menurut para ulama Aceh itu haram”,1
209,Kesembuhan COVID-19 Bertambah Menjadi 703.464 Orang,0
210,Analisis Data COVID-19 Indonesia (Update Per 10 Januari 2021),0
211,Monitoring Kepatuhan Protokol Kesehatan di 34 Provinsi Indonesia (Update Per 10 Januari 2021),0
212,Persetujuan Penggunaan Obat dalam Kondisi Darurat,0
213,Fatwa Majelis Ulama Indonesia Nomor : 02 Tahun 2021,0
214,“Kemasan vaksin Sinovac ga pake ampulan Didalam box vaksin sudah ada spuit khusus yg sdh ada vaksin nya”,1
215,"Disiplin 3M, Hal Sederhana Yang Dapat Menyelamatkan Nyawa",0
216,Pelarangan WNA Masuk Ke Indonesia Diperpanjang,0
217,Pasien Sembuh Terus Meningkat Menjadi 711.205 Orang,0
218,Jokowi Menggunakan Vaksin Buatan Eropa,1
219,Kriteria Penetapan Emergency Use Authorization (EUA) untuk Vaksin COVID-19,0
220,“Rakyat Aceh menolak vaksin covid19 karena menurut para ulama Aceh itu haram”,1
221,Kesembuhan COVID-19 Bertambah Menjadi 703.464 Orang,0
222,Analisis Data COVID-19 Indonesia (Update Per 10 Januari 2021),0
223,Monitoring Kepatuhan Protokol Kesehatan di 34 Provinsi Indonesia (Update Per 10 Januari 2021),0
224,Persetujuan Penggunaan Obat dalam Kondisi Darurat,0
225,Fatwa Majelis Ulama Indonesia Nomor : 02 Tahun 2021,0
226,“Kemasan vaksin Sinovac ga pake ampulan Didalam box vaksin sudah ada spuit khusus yg sdh ada vaksin nya”,1
227,"Disiplin 3M, Hal Sederhana Yang Dapat Menyelamatkan Nyawa",0
228,Pelarangan WNA Masuk Ke Indonesia Diperpanjang,0
229,Pasien Sembuh Terus Meningkat Menjadi 711.205 Orang,0
230,Jokowi Menggunakan Vaksin Buatan Eropa,1
231,Kriteria Penetapan Emergency Use Authorization (EUA) untuk Vaksin COVID-19,0
232,“Rakyat Aceh menolak vaksin covid19 karena menurut para ulama Aceh itu haram”,1
233,Kesembuhan COVID-19 Bertambah Menjadi 703.464 Orang,0
234,Analisis Data COVID-19 Indonesia (Update Per 10 Januari 2021),0
235,Monitoring Kepatuhan Protokol Kesehatan di 34 Provinsi Indonesia (Update Per 10 Januari 2021),0
236,Persetujuan Penggunaan Obat dalam Kondisi Darurat,0
237,Fatwa Majelis Ulama Indonesia Nomor : 02 Tahun 2021,0
238,“Kemasan vaksin Sinovac ga pake ampulan Didalam box vaksin sudah ada spuit khusus yg sdh ada vaksin nya”,1
239,"Disiplin 3M, Hal Sederhana Yang Dapat Menyelamatkan Nyawa",0
240,Pelarangan WNA Masuk Ke Indonesia Diperpanjang,0
241,Pasien Sembuh Terus Meningkat Menjadi 711.205 Orang,0
242,Jokowi Menggunakan Vaksin Buatan Eropa,1
243,Kriteria Penetapan Emergency Use Authorization (EUA) untuk Vaksin COVID-19,0
244,“Rakyat Aceh menolak vaksin covid19 karena menurut para ulama Aceh itu haram”,1
245,Kesembuhan COVID-19 Bertambah Menjadi 703.464 Orang,0
246,Analisis Data COVID-19 Indonesia (Update Per 10 Januari 2021),0
247,Monitoring Kepatuhan Protokol Kesehatan di 34 Provinsi Indonesia (Update Per 10 Januari 2021),0
248,Persetujuan Penggunaan Obat dalam Kondisi Darurat,0
249,Fatwa Majelis Ulama Indonesia Nomor : 02 Tahun 2021,0
250,“Kemasan vaksin Sinovac ga pake ampulan Didalam box vaksin sudah ada spuit khusus yg sdh ada vaksin nya”,1
251,"Disiplin 3M, Hal Sederhana Yang Dapat Menyelamatkan Nyawa",0
252,Pelarangan WNA Masuk Ke Indonesia Diperpanjang,0
253,Pasien Sembuh Terus Meningkat Menjadi 711.205 Orang,0
254,Jokowi Menggunakan Vaksin Buatan Eropa,1
255,Kriteria Penetapan Emergency Use Authorization (EUA) untuk Vaksin COVID-19,0
256,“Rakyat Aceh menolak vaksin covid19 karena menurut para ulama Aceh itu haram”,1
257,Kesembuhan COVID-19 Bertambah Menjadi 703.464 Orang,0
258,Analisis Data COVID-19 Indonesia (Update Per 10 Januari 2021),0
259,Monitoring Kepatuhan Protokol Kesehatan di 34 Provinsi Indonesia (Update Per 10 Januari 2021),0
260,Persetujuan Penggunaan Obat dalam Kondisi Darurat,0
261,Fatwa Majelis Ulama Indonesia Nomor : 02 Tahun 2021,0
262,“Kemasan vaksin Sinovac ga pake ampulan Didalam box vaksin sudah ada spuit khusus yg sdh ada vaksin nya”,1
263,"Disiplin 3M, Hal Sederhana Yang Dapat Menyelamatkan Nyawa",0
264,Pelarangan WNA Masuk Ke Indonesia Diperpanjang,0
265,Pasien Sembuh Terus Meningkat Menjadi 711.205 Orang,0
266,Jokowi Menggunakan Vaksin Buatan Eropa,1
267,Kriteria Penetapan Emergency Use Authorization (EUA) untuk Vaksin COVID-19,0
268,“Rakyat Aceh menolak vaksin covid19 karena menurut para ulama Aceh itu haram”,1
269,Kesembuhan COVID-19 Bertambah Menjadi 703.464 Orang,0
270,Analisis Data COVID-19 Indonesia (Update Per 10 Januari 2021),0
271,Monitoring Kepatuhan Protokol Kesehatan di 34 Provinsi Indonesia (Update Per 10 Januari 2021),0
272,Persetujuan Penggunaan Obat dalam Kondisi Darurat,0
273,Fatwa Majelis Ulama Indonesia Nomor : 02 Tahun 2021,0
274,“Kemasan vaksin Sinovac ga pake ampulan Didalam box vaksin sudah ada spuit khusus yg sdh ada vaksin nya”,1
275,"Disiplin 3M, Hal Sederhana Yang Dapat Menyelamatkan Nyawa",0
276,Pelarangan WNA Masuk Ke Indonesia Diperpanjang,0
277,Pasien Sembuh Terus Meningkat Menjadi 711.205 Orang,0
278,Jokowi Menggunakan Vaksin Buatan Eropa,1
279,Kriteria Penetapan Emergency Use Authorization (EUA) untuk Vaksin COVID-19,0
280,“Rakyat Aceh menolak vaksin covid19 karena menurut para ulama Aceh itu haram”,1
281,Kesembuhan COVID-19 Bertambah Menjadi 703.464 Orang,0
282,Analisis Data COVID-19 Indonesia (Update Per 10 Januari 2021),0
283,Monitoring Kepatuhan Protokol Kesehatan di 34 Provinsi Indonesia (Update Per 10 Januari 2021),0
284,Persetujuan Penggunaan Obat dalam Kondisi Darurat,0
285,Fatwa Majelis Ulama Indonesia Nomor : 02 Tahun 2021,0
286,“Kemasan vaksin Sinovac ga pake ampulan Didalam box vaksin sudah ada spuit khusus yg sdh ada vaksin nya”,1
287,"Disiplin 3M, Hal Sederhana Yang Dapat Menyelamatkan Nyawa",0
288,Pelarangan WNA Masuk Ke Indonesia Diperpanjang,0
289,Pasien Sembuh Terus Meningkat Menjadi 711.205 Orang,0
290,Jokowi Menggunakan Vaksin Buatan Eropa,1
291,Kriteria Penetapan Emergency Use Authorization (EUA) untuk Vaksin COVID-19,0
292,“Rakyat Aceh menolak vaksin covid19 karena menurut para ulama Aceh itu haram”,1
293,Kesembuhan COVID-19 Bertambah Menjadi 703.464 Orang,0
294,Analisis Data COVID-19 Indonesia (Update Per 10 Januari 2021),0
295,Monitoring Kepatuhan Protokol Kesehatan di 34 Provinsi Indonesia (Update Per 10 Januari 2021),0
296,Persetujuan Penggunaan Obat dalam Kondisi Darurat,0
297,Fatwa Majelis Ulama Indonesia Nomor : 02 Tahun 2021,0
298,“Kemasan vaksin Sinovac ga pake ampulan Didalam box vaksin sudah ada spuit khusus yg sdh ada vaksin nya”,1
299,"Disiplin 3M, Hal Sederhana Yang Dapat Menyelamatkan Nyawa",0
300,Pelarangan WNA Masuk Ke Indonesia Diperpanjang,0
301,Pasien Sembuh Terus Meningkat Menjadi 711.205 Orang,0
302,Jokowi Menggunakan Vaksin Buatan Eropa,1
303,Kriteria Penetapan Emergency Use Authorization (EUA) untuk Vaksin COVID-19,0
304,“Rakyat Aceh menolak vaksin covid19 karena menurut para ulama Aceh itu haram”,1
305,Kesembuhan COVID-19 Bertambah Menjadi 703.464 Orang,0
306,Analisis Data COVID-19 Indonesia (Update Per 10 Januari 2021),0
307,Monitoring Kepatuhan Protokol Kesehatan di 34 Provinsi Indonesia (Update Per 10 Januari 2021),0
308,Persetujuan Penggunaan Obat dalam Kondisi Darurat,0
309,Fatwa Majelis Ulama Indonesia Nomor : 02 Tahun 2021,0
310,“Kemasan vaksin Sinovac ga pake ampulan Didalam box vaksin sudah ada spuit khusus yg sdh ada vaksin nya”,1
311,"Disiplin 3M, Hal Sederhana Yang Dapat Menyelamatkan Nyawa",0
312,Pelarangan WNA Masuk Ke Indonesia Diperpanjang,0
313,Pasien Sembuh Terus Meningkat Menjadi 711.205 Orang,0
314,Jokowi Menggunakan Vaksin Buatan Eropa,1
315,Kriteria Penetapan Emergency Use Authorization (EUA) untuk Vaksin COVID-19,0
316,“Rakyat Aceh menolak vaksin covid19 karena menurut para ulama Aceh itu haram”,1
317,Kesembuhan COVID-19 Bertambah Menjadi 703.464 Orang,0
318,Analisis Data COVID-19 Indonesia (Update Per 10 Januari 2021),0
319,Monitoring Kepatuhan Protokol Kesehatan di 34 Provinsi Indonesia (Update Per 10 Januari 2021),0
320,Persetujuan Penggunaan Obat dalam Kondisi Darurat,0
321,Fatwa Majelis Ulama Indonesia Nomor : 02 Tahun 2021,0
322,“Kemasan vaksin Sinovac ga pake ampulan Didalam box vaksin sudah ada spuit khusus yg sdh ada vaksin nya”,1
323,"Disiplin 3M, Hal Sederhana Yang Dapat Menyelamatkan Nyawa",0
324,Pelarangan WNA Masuk Ke Indonesia Diperpanjang,0
325,Pasien Sembuh Terus Meningkat Menjadi 711.205 Orang,0
326,Jokowi Menggunakan Vaksin Buatan Eropa,1
327,Kriteria Penetapan Emergency Use Authorization (EUA) untuk Vaksin COVID-19,0
328,“Rakyat Aceh menolak vaksin covid19 karena menurut para ulama Aceh itu haram”,1
329,Kesembuhan COVID-19 Bertambah Menjadi 703.464 Orang,0
330,Analisis Data COVID-19 Indonesia (Update Per 10 Januari 2021),0
331,Monitoring Kepatuhan Protokol Kesehatan di 34 Provinsi Indonesia (Update Per 10 Januari 2021),0
332,Persetujuan Penggunaan Obat dalam Kondisi Darurat,0
333,Fatwa Majelis Ulama Indonesia Nomor : 02 Tahun 2021,0
334,“Kemasan vaksin Sinovac ga pake ampulan Didalam box vaksin sudah ada spuit khusus yg sdh ada vaksin nya”,1
335,"Disiplin 3M, Hal Sederhana Yang Dapat Menyelamatkan Nyawa",0
336,Pelarangan WNA Masuk Ke Indonesia Diperpanjang,0
337,Pasien Sembuh Terus Meningkat Menjadi 711.205 Orang,0
338,Jokowi Menggunakan Vaksin Buatan Eropa,1
339,Kriteria Penetapan Emergency Use Authorization (EUA) untuk Vaksin COVID-19,0
340,“Rakyat Aceh menolak vaksin covid19 karena menurut para ulama Aceh itu haram”,1
341,Kesembuhan COVID-19 Bertambah Menjadi 703.464 Orang,0
342,Analisis Data COVID-19 Indonesia (Update Per 10 Januari 2021),0
343,Monitoring Kepatuhan Protokol Kesehatan di 34 Provinsi Indonesia (Update Per 10 Januari 2021),0
344,Persetujuan Penggunaan Obat dalam Kondisi Darurat,0
