,text,hoax
71,Indonesia Berupaya Amankan Ketersediaan Vaksin COVID-19,0
72,Keputusan Direktur Jenderal Pencegahan dan Pengendalian Penyakit Nomor HK.02.02/4/1/2021,0
73,Angka Kesembuhan Kumulatif Terus Bertambah Menjadi 631.937 Orang,0
74,"7.582 Orang Sembuh, Kesembuhan Harian Capai Angka Tertinggi",0
75,Bill Gates mengatakan dia tidak akan divaksinasi dan CEO Pfizer juga menunda menerima vaksin covid-19,1
76,SMS Dikirim Serentak untuk Penerima Vaksin COVID-19 Tahap I,0
77,Hari Pertama Tahun 2021 Kesembuhan Terus Meningkat Menjadi 617.936 Orang,0
78,"Mulai Hari Ini, Kemenkes Kirim SMS Blast Kepada Kelompok Prioritas Penerima Vaksin COVID-19",0
79,Keputusan Menteri Kesehatan Republik Indonesia Nomor Hk.01.07/Menkes/12757/2020,0
80,WHO menyatakan bahwa vaksin Sinovac adalah vaksin yang paling lemah,1
81,"1,8 Juta Vaksin COVID-19 Tambahan Tiba di Tanah Air, Bukti Nyata Komitmen Pemerintah Lindungi Masyarakat",0
82,Awas Hoaks Video jarum suntik menghilang saat proses vaksinasi,0
83,Sebanyak 611.097 Pasien Sembuh COVID-19 di Tahun 2020,0
84,Inilah Tahapan Vaksinasi COVID-19,0
85,"1,8 Juta Vaksin COVID-19 Tahap Kedua Tiba di Indonesia",0
86,Pemerintah Optimistis 2021 Menjadi Titik Balik Penanganan Pandemi,0
87,Memalsukan Hasil Tes Covid-19 Berujung Pidana 4 Tahun,0
88,Penguatan Surveilans Virologi  Mengantisipasi Strain Virus Baru,0
89,Vaksin Covid-19 Menjadi Salah Satu Prioritas Utama Pemerintah Menangani Pandemi di Tahun 2021,0
90,Sosialisasi Perubahan Perilaku Menjadi Upaya Pemerintah Menekan Penularan Covid-19,0
91,Distribusi Almatkes Bentuk Perlindungan Dalam Penanganan Pandemi Covid-19,0
92,Pemulihan Ekonomi Akibat Pandemi Berpedoman Protokol Kesehatan,0
93,Pemerintah Terus Tingkatkan Kuantitas dan Kualitas Pelayanan Kesehatan Selama Tahun 2020,0
94,Satgas Covid-19: Target Penanganan Harus Capai 100 Persen Kesembuhan,0
95,Vaksin COVID-19 Tidak Perlu Dikhawatirkan Masyarakat,0
96,Pasien Sembuh COVID-19 Menembus 603.741 Orang,0
97,Analisis Data COVID-19 Indonesia (Update Per 27 Desember 2020),0
98,Ini Aturan Wajib Bagi Penumpang Penerbangan Internasional yang Masuk Indonesia,0
99,Program Pemulihan Ekonomi Nasional Capai Realisasi Lebih dari Rp 500 Triliun,0
100,Satgas Covid-19 Memastikan Masyarakat Memperoleh Informasi Transparan,0
101,"Iman, Aman dan Imun Solusi Komprehensif Terhindar Covid-19",0
102,Penanganan Covid-19 Daerah  Zona Merah Harus Diperbaiki,0
103,Penanganan Covid-19 Harus Tekan Penularan Kasus,0
104,Kebijakan Mencegah Imported Case Sesuai Rekomendasi WHO,0
105,Pemerintah Ambil Langkah Antisipatif Guna Optimalkan Fasilitas Kesehatan Covid-19,0
106,Vaksin COVID-19 Efektif Meski Virus COVID-19 Bermutasi,0
107,Vaksin Bagi Persiapan Menikah dan Perjalanan,0
108,Pasien Sembuh Covid-19 Terus Bertambah Menjadi 596.783 Orang,0
109,"Antisipasi Varian Baru Covid-19, Pemerintah Tutup Sementara Perjalanan WNA ke Indonesia",0
110,Vaksin Terjaga Keamanan dan Kualitasnya Sampai Ke Masyarakat,0
111,Apakah Vaksin COVID-19 Nanti Juga Tersedia Untuk Anak-Anak?,0
112,"10 Bulan Pandemi, Pemerintah Terus Kerja Keras dan Upayakan Pengadaan Vaksin COVID-19",0
113,Apakah Vaksin COVID-19 adalah Obat?,0
114,Penambahan Pasien Sembuh Melebihi Pasien Terkonfirmasi Positif,0
115,Analisis Data COVID-19 Indonesia (Update Per 20 Desember 2020),0
116,Pasien Sembuh Dari Covid-19 Bertambah Menjadi 576.693 Orang,0
117,Jokowi hari ini tolak di suntik vaksin Covid-19 duluan,1
118,Rekrutmen Kerja Staf Lab Vaksin oleh RSU Mulia Hati,1
119,Pasien Sembuh Dari COVID-19 Bertambah Menjadi 570.304 Orang,0
120,Rumah Sakit Di Lockdown Karena Pasien Vaksin Covid Pertama Mulai Makan Pasien Lain,1
121,Pemerintah Pastikan Kesiapan Logistik Vaksin Covid-19,0
122,Testing Bagi Pelaku Perjalanan Potensial Tekan Penularan Covid-19,0
123,"Antisipasi Jadi Zona Merah, Wilayah Zona Oranye Diminta Perketat Penanganan Covid-19",0
124,"Disiplin Protokol Kesehatan, Upaya Menekan Peningkatan Kasus Aktif",0
125,"Pemeriksaan Kedatangan Internasional Diperketat, Cegah Varian Baru Sars Cov-2",0
126,Apakah Vaksin COVID-19 Hanya Untuk Peserta BPJS?,0
127,Pasien Sembuh Covid-19 Bertambah Mencapai 563.980 Orang,0
128,Vaksin Covid-19 Buatan Pfizer Berbentuk Vape,1
129,Peraturan Menteri Kesehatan Republik Indonesia Nomor 84 Tahun 2020,0
130,Syarat Vaksin Gratis Jokowi: BPJS Kesehatan Anda Harus Aktif,1
131,"HOAKS: Video Perawat Pingsan Setelah Mendapat Vaksin COVID-19, Potensi Genosida Massal",0
132,Relawan Alami Gangguan Saraf Setelah Disuntik Vaksin Sinovac,1
133,Sebanyak 558.703 Pasien Sembuh Dari Covid-19,0
134,Kesembuhan COVID-19 di Sulawesi Selatan Meningkat,0
135,Paus Fransiskus Mengatakan Vaksin Covid Sekarang Akan Diperlukan Untuk Masuk Surga,1
136,440.000 Tenaga Kesehatan dan 23.000 Vaksinator Disiapkan untuk Pelaksanaan Vaksinasi,0
137,Pemerintah Pantau Perkembangan Varian Baru Virus COVID-19,0
138,Satgas Bentuk Tim Khusus Monitoring Dokter Terinfeksi COVID-19,0
139,Peningkatan Kasus Aktif Tidak Bisa Ditoleransi,0
140,Ibadah Natal Harus Utamakan Kesehatan dan Keselamatan Jemaat,0
141,Daerah Jangan Lengah Selama Libur Akhir Tahun Agar Tidak Masuk Zona Merah,0
142,Fasilitas Isolasi Mandiri Antisipasi Lonjakan Pasien COVID-19,0
143,Prasyarat Perjalanan Cegah Kenaikan Kasus Paska Libur Panjang,0
144,Peran Ibu Perkuat Ekonomi Keluarga di Masa Pandemi,0
145,Pasien Sembuh Covid-19 Semakin Bertambah Menjadi 546.884 Orang,0
146,Vaksinasi Bagi Ibu Hamil dan Lanjut Usia Aman dan Perlu,0
147,Badan POM Pastikan Keamanan dan Khasiat Vaksin COVID-19,0
148,Video Jarum Suntik Menghilang Saat Proses Vaksinasi Covid-19,1
149,Jokowi Akan Menggunakan Vaksin Pfizer dan Vaksin Sinovac Untuk Masyarakat,1
150,Bukan Karena Vaksin COVID-19 Respon Vagal Sebabkan Seorang Perawat Pingsan,0
151,Klarifikasi tentang Pemberitaan Sinovac,0
152,Vaksinasi Gratis Percepat Kekebalan Komunitas,0
153,"Video Perawat Pingsan Setelah Mendapat Vaksin Covid-19, Potensi Genosida Massal",1
154,"Keamanan, mutu dan efektivitas vaksin COVID-19",0
155,"Vaksin COVID-19 GRATIS, Tanpa syarat!",0
156,Instruksi dari Presiden Terkait Vaksinasi COVID-19,0
157,Waspadai Libur Panjang yang Acap Picu Lonjakan Kasus Positif COVID-19,0
158,Pasien Sembuh COVID-19 Terus Bertambah Menjadi 536.260 Orang,0
159,"Vaksin COVID-19 Gratis Tanpa Syarat, Badan POM Kawal Keamanan dan Efektivitasnya",0
160,Seniman Tetap Semangat Berkesenian Saat Pandemi,0
161,Vaksin yang disimpan -80 Derajat Bukanlah Vaksin Melainkan Agen Transfeksi yang Dapat Memanipulasi Genetika Manusia,1
162,Singapura Membuka Vaccine Tourism dan Melakukan Vaksinasi di Bandara Changi,1
163,Persatuan Perawat Nasional Indonesia (PPNI) Dukung Vaksinasi COVID-19,0
164,Apa Saja Rekomendasi Vaksinasi untuk Dewasa Khususnya Selama Pandemi?,0
165,Foto 4 Orang Alami Kelumpuhan Wajah Setelah Disuntik Vaksin Corona,1
166,Kandungan Formaldehida pada Vaksin Menyebabkan Leukimia pada Anak,1
167,Kesembuhan Kumulatif Terus Meningkat Menjadi 526.979 Orang,0
168,Badan POM Pastikan Keamanan dan Efektivitas Vaksin,0
169,Satgas Covid-19 Sebut Pentingnya Komunikasi Terstruktur Dalam Program Vaksinasi,0
170,Pemerintah Daerah Harus Screening Para Pelaku Perjalanan,0
171,Tekan Kasus Aktif Covid-19 Dengan Disiplin Protokol Kesehatan,0
172,Satgas Covid-19: Berikan Sanksi Kepada Penyelenggara Yang Mengundang Kerumunan,0
173,Sebagian Besar Kabupaten/Kota Memiliki Kasus Aktif Dibawah 100,0
174,"Realisasi Program PEN di Kuartal IV 2020 Sudah Capai Rp 163,13 Triliun",0
175,Pasien Sembuh Bertambah Menjadi 521.984 Orang,0
176,Analisis Data COVID-19 Indonesia (Update Per 13 Desember 2020),0
177,"Pemerintah Dukung Pekerja, Realisasi Bantuan Subsidi Upah Capai 93,94%",0
178,Presiden Memastikan Vaksin COVID-19 Gratis untuk Masyarakat,0
179,Perkembangan Testing Nasional Jadikan Bahan Evaluasi,0
180,Kenali Risiko Mobilitas Agar Terhindar COVID-19,0
181,Risiko Kematian COVID-19 Dipengaruhi Usia Dan Riwayat Komorbid,0
182,Satgas COVID-19: Pengumuman Program Vaksinasi Tunggu Keputusan Pemerintah,0
183,Perkembangan Peta Zonasi Risiko Perlu Disikapi Serius,0
184,Patuhi Protokol Kesehatan Guna Menekan Positivity Rate,0
185,Provinsi Dengan Penurunan Kasus Aktif Diminta Tetap Tingkatkan 3T,0
186,Provinsi Prioritas Harus Tingkatkan Kesembuhan dan Tekan Kematian,0
187,Satgas COVID-19: Menghalangi Petugas Harus Ditindak Tegas,0
188,Kesembuhan Kumulatif Terus Bertambah Menjadi 516.656 Orang,0
189,Pelaku Ekonomi Kreatif Optimis Bisa Bangkit dari Pandemi,0
190,IDI tolak yg Pertama dpt Vaksin Sinovac China,1
191,IDI Optimis Vaksinasi akan Hentikan Penularan COVID-19 ,0
192,Vaksin Perlu Didukung Kepatuhan Masyarakat Menerapkan 3M,0
193,"Vaksinasi Penting di Masa Pandemi, Dorong Terciptanya Kekebalan Kelompok",0
194,Kesembuhan Covid-19 Terus Bertambah Menjadi 510.957 Orang,0
195,440 Ribu Nakes dan 23 Ribu Vaksinator Persiapkan Vaksinasi,0
196,Sistem Distribusi Vaksin Dikelola Secara Terintegrasi,0
197,Dubes RI untuk Uni Emirat Arab: Dengan Vaksin Insya Allah Kita Akan Sehat,0
198,Efikasi dan Efektivitas: Faktor Penting Vaksin Berkualitas,0
199,Bagaimana Vaksin Bekerja?,0
200,Kesembuhan COVID-19 Mencapai 505.836 Orang,0
201,Pasien Sembuh COVID-19 Melebihi Setengah Juta Orang,0
202,Kreativitas Itu Murni Bakat atau Dapat Dilatih?,0
203,Ketua Tim Peneliti Pfizer: Vaksin Covid-19 Dapat Menyebabkan Kemandulan bagi Perempuan,1
204,Telapak Kaki Relawan Melepuh Efek Samping Suntik Vaksin Covid-19,1
205,Kreativitas Dongkrak Penghasilan UMKM PRAKARDUS,0
206,Orang Tua dan Anak Bisa Terus Asah Kreativitas Saat Pandemi,0
207,Kesembuhan Kumulatif COVID-19 Mencapai 496.886 Orang,0
208,"Vaksin Datang, Protokol Kesehatan Jangan Hilang",0
209,"Satgas PEN: Banpres Produktif Dorong Usaha Mikro Bertahan, Beradaptasi, dan Berinovasi di Tengah Pandemi",0
210,Analisis Data COVID-19 Indonesia (Update Per 6 Desember 2020),0
211,Sistem Distribusi Vaksin Dikelola Secara Terintegrasi,0
212,Protokol Kesehatan dan Vaksin Saling Melengkapi Guna Akhiri Covid-19,0
213,Satgas Covid-19: Penerapan PSBB Ketat Harus Memperhatikan Multisektor,0
214,"Testing Covid-19 Per Desember 2020 Mencapai 95,35 Persen",0
215,Tekan Penularan Dengan Protokol Kesehatan Di 10 Provinsi Kenaikan Kasus Tertinggi,0
216,Pemda Diminta Tingkatkan Penanganan Untuk Menurunkan Kasus Aktif,0
217,Satgas Covid-19: Jaga Kondusifitas Sampai Pilkada Selesai,0
218,Tingkat Kepatuhan Pemilih Pilkada Terhadap Protokol Kesehatan Di Atas 90 Persen,0
219,Vaksinasi Dilakukan Bertahap,0
220,Total Pasien Sembuh Sudah Berjumlah 491.975 Orang,0
221,Penerima Bantuan Subsidi Upah Capai 90%,0
222,Vaksin dan 3M Dijalankan Berdampingan Untuk Proteksi Diri,0
223,Vaksin+3M+3T Paket Ampuh Lawan COVID-19,0
224,Inilah 6 Jenis Vaksin COVID-19 Yang Ditetapkan Pemerintah,0
225,Bio Farma Siapkan Vaksin COVID-19 dari Sinovac,0
226,TNI-POLRI Kawal Pengiriman Vaksin,0
227,Kesembuhan Harian di Yogyakarta Meningkat,0
228,Inilah 5 Juru Bicara Vaksinasi COVID-19,0
229,Majelis Ulama Indonesia Berkomitmen Kawal Kehalalan Vaksin COVID-19,0
230,Pilkada Serentak Harus Terapkan Protokol Kesehatan,0
231,Vaksin Sinovac Bukti Komitmen Pemerintah Atasi Covid-19,0
232,Daerah Harus Pastikan Alat Kesehatan Tersedia Jelang Akhir Tahun,0
233,Satgas Covid-19: Zona Risiko Sedang Bukan Zona Nyaman,0
234,Pemda Diminta Evaluasi Menyeluruh Tekan Penularan Covid-19,0
235,Per 8 Desember 2020 Pasien Sembuh Mencapai 483.497 Orang,0
236,Tahap Awal Pengadaan Vaksin COVID-19,0
237,"Badan POM, MUI, dan Para Ahli Kawal Vaksin COVID-19",0
238,"Lakukan Semua: 3M, 3T, dan Vaksinasi",0
239,"Badan POM Kawal Aspek Mutu, Keamanan dan Khasiat Vaksin COVID-19",0
240,Menko PMK Tekankan Vaksinasi Memprioritaskan Garda Depan,0
241,China Sembuh dari COVID-19 Tanpa Vaksin,1
242,Fasilitas Fiskal Dukung Vaksinasi dan Penanganan COVID-19,0
243,Menteri Luar Negeri: Diplomasi Vaksin Terus Dilanjutkan Untuk Mengawal Vaksinasi COVID-19,0
244,Pemerintah Perkenalkan Juru Bicara Vaksinasi COVID-19,0
245,Menteri Kesehatan: Pelaksanaan Vaksinasi Menunggu Izin Penggunaan dari Badan POM,0
246,Tenaga Kesehatan Sasaran Pertama Vaksinasi COVID-19,0
247,Pemerintah Alokasikan Anggaran Khusus untuk Vaksin COVID-19,0
248,Kerja Diplomasi Indonesia Kawal Vaksin COVID-19,0
249,Protokol Kesehatan dan Vaksinasi Putus Mata Rantai Penularan COVID-19,0
250,"Tahapan Vaksinasi COVID-19, Tunggu Evaluasi Badan POM dan MUI",0
251,"Tetap Lakukan 3T dan 3M, Sambut Optimis Vaksin COVID-19",0
252,"Vaksin Datang, Prokes Jangan Hilang!",0
253,Tetap 3M Walau Vaksin Sudah Tiba!,0
254,"Seberangi Samudra, Vaksin Dilindungi Peti Kemas Khusus",0
255,"Vaksin Telah Tiba, Hatiku Gembira",0
256,Sistem Informasi Satu Data Vaksinasi COVID-19 Hindari Informasi Ganda,0
257,Kesembuhan Kumulatif COVID-19 Semakin Bertambah Mencapai 470.449 Orang,0
258,Apa Saja Kandungan Vaksin?,0
259,Keputusan Menteri Kesehatan Republik Indonesia nomor 9860 Tahun 2020,0
260,Cerita Dokter Relawan di Garda Terdepan Penanganan COVID-19,0
261,Papua Masuk Lima Besar Kesembuhan Harian Tertinggi,0
262,Cegah Klaster Kantor Lewat Disiplin 3M,0
263,Relawan: Vaksin dan 3M Percepat Pemulihan Kehidupan,0
264,Tahapan Uji Klinik Vaksin,0
265,Cara Vaksin Picu Kekebalan Tubuh,0
266,Satgas Ingatkan Masyarakat Cegah Kenaikan Kasus Dengan Disiplin 3M Selama Libur Panjang,0
267,4 Pesan Penting Satgas Covid-19 Menjelang Pilkada,0
268,Kapasitas Testing 16 Provinsi Capai Target WHO,0
269,Satgas Covid-19: Jangan Sampai Keterbatasan Alat Kesehatan Menghambat Hak Masyarakat,0
270,Kepatuhan Masyarakat Terhadap Protokol Kesehatan Harus Ditingkatkan,0
271,3M-3T-Vaksinasi: Penularan Terhambat - Pandemi Melambat - Ekonomi Meningkat,0
272,Vaksin dan 3M Paket Lengkap Proteksi Kesehatan Masyarakat,0
273,Pemerintah Pusat Jelaskan Kenaikan Signifikan Kasus Harian Covid-19,0
274,Vaksinasi Sukses Jika Didukung 3M,0
275,Kenapa Vaksin Butuh Rantai Dingin (Cold Chain)?,0
276,Satgas Covid-19: Penanganan Covid-19 di Ibukota Tetap Berjalan,0
277,Optimisme Vaksin Pulihkan Ekonomi,0
278,Pasien Sembuh COVID-19 Sudah Mencapai 458.880 Orang,0
279,"COVID-19 Berbahaya, Vaksin dan 3M Pencegahannya",0
280,Analisis Data COVID-19 Indonesia (Update Per 29 November 2020),0
281,Kandungan Alumunium pada Vaksin Berbahaya bagi Otak,1
282,Peningkatan Jumlah Kasus Menjadi Pembelajaran Serius,0
283,Pemerintah Pusat Dan Daerah Intensifkan Sinkronisasi Data Covid-19,0
284,Laboratorium Covid-19 Minimal Berstandar Biosafety Level 2,0
285,"Testing Covid-19 Per November Meningkat Menjadi 90,64% Dari Target WHO",0
286,Kasus Aktif Indonesia Lebih Baik Dari Rata-Rata Dunia,0
287,Pemda Harus Optimalkan 3T Guna Tekan Penularan Covid-19,0
288,Pasien Sembuh COVID-19 Sudah Mencapai 454.879 Orang,0
289,Masyarakat Tetap Disiplin 3M Setelah Vaksin Tiba,0
290,"Vaksin, 3M, dan Hidup Sehat: Jurus Menyelesaikan Pandemi COVID-19",0
291,Kesembuhan COVID-19 di Jawa Tengah Meningkat Pesat,0
292,Rantai Distribusi Vaksin Telah Siap,0
293,Pemerintah Pastikan Kesiapan Vaksinasi,0
294,Infografis COVID-19 (30 November 2020),0
295,Buku Saku #InfoVaksin,0
296,"Vaksinasi COVID-19, Prioritaskan Keselamatan Masyarakat",0
297,Kesembuhan COVID-19 Terus Bertambah Menjadi 445.793 Orang,0
298,"Pasien Sembuh Terus Bertambah, Kesembuhan Total Menjadi 441.983 Orang",0
299,Mengapa Vaksinasi COVID-19 Diperlukan?,0
300,Korea Selatan Kelabakan Lihat Warganya Meninggal Satu Persatu Usai Disuntik Vaksin,1
301,Vaksin Covid-19 berbasis mRNA Dapat Mengubah DNA Manusia,1
302,Kesembuhan Pasien COVID-19 Terus Meningkat Menjadi 437.456 Orang,0
303,Akselerasi Vaksin COVID-19 Karya Anak Bangsa,0
304,"Kebijakan Ticketmaster, Wajibkan Vaksin Covid-19 Sebelum Menghadiri Konser",1
305,Apa Saja Kandungan Vaksin?,0
306,Pemerintah Kawal Kesiapan Sarana Vaksin COVID-19,0
307,Pembelajaran Tatap Muka Harus Cegah Klaster Institusi Pendidikan,0
308,Kerumunan Pemicu Klaster Baru,0
309,Satgas COVID-19: Pengalaman Libur Panjang Sebelumnya Jadikan Pelajaran,0
310,Satgas COVID-19: Menghalangi Petugas Kesehatan Memeriksa Akan Dijatuhi Sanksi,0
311,Satgas COVID-19: Pastikan Tidak Terjadi Penumpukan dan Kerumunan di TPS Pilkada,0
312,Satgas COVID-19: Jaga Ketersediaan Alat Material Kesehatan di Daerah,0
313,Satgas COVID-19: Penambahan Kasus Positif Harian Harus Menjadi Peringatan,0
314,Kabupaten/Kota Dengan Kasus Aktif Diatas 1.000 Jumlahnya Menurun,0
315,Mayoritas Provinsi Prioritas Mengalami Penurunan Kasus Positif,0
316,Bantuan Bagi Pendidik dan Tenaga Kependidikan Non PNS di Kemenag,0
317,"Vaksinasi : Hentikan Penularan, Pulihkan Kesehatan, dan Bangkitkan Ekonomi",0
318,"Peran Strategis BPOM, Pastikan Vaksin COVID-19 Aman dan Efektif",0
319,Pemerintah Siapkan Sistem Informasi dan Satu Data Pelaksanaan Vaksinasi COVID-19,0
320,Kemenag Alokasikan Bantuan Pemulihan Ekonomi untuk Pendidikan Keagamaan,0
321,Perayaan Natal Disyaratkan Terapkan Protokol Kesehatan Ketat,0
322,Mendikbud: Pembukaan Sekolah Tatap Muka Harus Keputusan Bersama,0
323,Mendikbud: Semua Guru Honorer Berpeluang Menjadi P3K Tahun 2021,0
324,"Dana Bantuan PCPEN Telah Terealisasikan Rp423,23 Triliun",0
325,Program Pemulihan Ekonomi Nasional Sokong Pendidikan Nasional Hadapi Pandemi COVID-19,0
326,Pasien Sembuh COVID-19 Jumlahnya Terus Meningkat Menjadi 429.807 Orang,0
327,Optimisme Pendidik di Tengah Tantangan Pandemi COVID-19,0
328,Vaksin Paling Efektif Cegah Penyakit Menular,0
329,Vaksin Polio Produksi Bio Farma Jadi Vaksin Pertama di Dunia Yang Masuk EUL dari WHO,0
330,Satgas Covid-19 Pantau Penyelenggaraan Pilkada Guna Cegah Penularan ,0
331,Pentingnya Sinergi Komunitas Agama dan Ormas Dalam Penanganan Covid-19,0
332,Pembelajaran Tatap Muka Harus Utamakan Keselamatan Siswa ,0
333,Jumlah Testing Pekan Ketiga November Dekati Standar WHO,0
334,"Terjadi Kenaikan Jumlah Pasien, Prof Wiku: Peringatan Penanganan Covid-19",0
335,Pemerintah Kaji Libur Panjang Akhir Tahun,0
336,Tren Kesembuhan Mingguan Harus Terus Ditingkatkan,0
337,Pemerintah Telah Siapkan Sistem Satu Data Vaksinasi COVID-19,0
338,Kesembuhan Kumulatif Covid-19 Terus Bertambah Menjadi 425.313 Orang,0
339,Indonesia Berpengalaman dan Siap Distribusi Vaksin Sampai ke Pelosok,0
340,Vaksin Upaya Serius Negara Melindungi Masyarakat,0
341,Tenaga Kesehatan dan Vaksinator Siap Laksanakan Vaksinasi COVID-19,0
342,Program-program Imunisasi di Indonesia Terbukti Berhasil Cegah Penyakit Menular,0
343,Kesembuhan Kumulatif Covid-19 Sebanyak 422.386 Orang,0
344,Prinsip Utama Vaksin COVID-19: Aman dan Efektif,0
345,Vaksin Paling Efektif Cegah Penyakit Menular,0
