,text,hoax
71,Keputusan Direktur Jenderal Pencegahan dan Pengendalian Penyakit Nomor HK.02.02/4/1/2021,0
72,Angka Kesembuhan Kumulatif Terus Bertambah Menjadi 631.937 Orang,0
73,"7.582 Orang Sembuh, Kesembuhan Harian Capai Angka Tertinggi",0
74,Bill Gates mengatakan dia tidak akan divaksinasi dan CEO Pfizer juga menunda menerima vaksin covid-19,1
75,SMS Dikirim Serentak untuk Penerima Vaksin COVID-19 Tahap I,0
76,Hari Pertama Tahun 2021 Kesembuhan Terus Meningkat Menjadi 617.936 Orang,0
77,"Mulai Hari Ini, Kemenkes Kirim SMS Blast Kepada Kelompok Prioritas Penerima Vaksin COVID-19",0
78,Keputusan Menteri Kesehatan Republik Indonesia Nomor Hk.01.07/Menkes/12757/2020,0
79,WHO menyatakan bahwa vaksin Sinovac adalah vaksin yang paling lemah,1
80,"1,8 Juta Vaksin COVID-19 Tambahan Tiba di Tanah Air, Bukti Nyata Komitmen Pemerintah Lindungi Masyarakat",0
81,Awas Hoaks Video jarum suntik menghilang saat proses vaksinasi,0
82,Sebanyak 611.097 Pasien Sembuh COVID-19 di Tahun 2020,0
83,Inilah Tahapan Vaksinasi COVID-19,0
84,"1,8 Juta Vaksin COVID-19 Tahap Kedua Tiba di Indonesia",0
85,Pemerintah Optimistis 2021 Menjadi Titik Balik Penanganan Pandemi,0
86,Memalsukan Hasil Tes Covid-19 Berujung Pidana 4 Tahun,0
87,Penguatan Surveilans Virologi  Mengantisipasi Strain Virus Baru,0
88,Vaksin Covid-19 Menjadi Salah Satu Prioritas Utama Pemerintah Menangani Pandemi di Tahun 2021,0
89,Sosialisasi Perubahan Perilaku Menjadi Upaya Pemerintah Menekan Penularan Covid-19,0
90,Distribusi Almatkes Bentuk Perlindungan Dalam Penanganan Pandemi Covid-19,0
91,Pemulihan Ekonomi Akibat Pandemi Berpedoman Protokol Kesehatan,0
92,Pemerintah Terus Tingkatkan Kuantitas dan Kualitas Pelayanan Kesehatan Selama Tahun 2020,0
93,Satgas Covid-19: Target Penanganan Harus Capai 100 Persen Kesembuhan,0
94,Vaksin COVID-19 Tidak Perlu Dikhawatirkan Masyarakat,0
95,Pasien Sembuh COVID-19 Menembus 603.741 Orang,0
96,Analisis Data COVID-19 Indonesia (Update Per 27 Desember 2020),0
97,Ini Aturan Wajib Bagi Penumpang Penerbangan Internasional yang Masuk Indonesia,0
98,Program Pemulihan Ekonomi Nasional Capai Realisasi Lebih dari Rp 500 Triliun,0
99,Satgas Covid-19 Memastikan Masyarakat Memperoleh Informasi Transparan,0
100,"Iman, Aman dan Imun Solusi Komprehensif Terhindar Covid-19",0
101,Penanganan Covid-19 Daerah  Zona Merah Harus Diperbaiki,0
102,Penanganan Covid-19 Harus Tekan Penularan Kasus,0
103,Kebijakan Mencegah Imported Case Sesuai Rekomendasi WHO,0
104,Pemerintah Ambil Langkah Antisipatif Guna Optimalkan Fasilitas Kesehatan Covid-19,0
105,Vaksin COVID-19 Efektif Meski Virus COVID-19 Bermutasi,0
106,Vaksin Bagi Persiapan Menikah dan Perjalanan,0
107,Pasien Sembuh Covid-19 Terus Bertambah Menjadi 596.783 Orang,0
108,"Antisipasi Varian Baru Covid-19, Pemerintah Tutup Sementara Perjalanan WNA ke Indonesia",0
109,Vaksin Terjaga Keamanan dan Kualitasnya Sampai Ke Masyarakat,0
110,Apakah Vaksin COVID-19 Nanti Juga Tersedia Untuk Anak-Anak?,0
111,"10 Bulan Pandemi, Pemerintah Terus Kerja Keras dan Upayakan Pengadaan Vaksin COVID-19",0
112,Apakah Vaksin COVID-19 adalah Obat?,0
113,Penambahan Pasien Sembuh Melebihi Pasien Terkonfirmasi Positif,0
114,Analisis Data COVID-19 Indonesia (Update Per 20 Desember 2020),0
115,Pasien Sembuh Dari Covid-19 Bertambah Menjadi 576.693 Orang,0
116,Jokowi hari ini tolak di suntik vaksin Covid-19 duluan,1
117,Rekrutmen Kerja Staf Lab Vaksin oleh RSU Mulia Hati,1
118,Pasien Sembuh Dari COVID-19 Bertambah Menjadi 570.304 Orang,0
119,Rumah Sakit Di Lockdown Karena Pasien Vaksin Covid Pertama Mulai Makan Pasien Lain,1
120,Pemerintah Pastikan Kesiapan Logistik Vaksin Covid-19,0
121,Testing Bagi Pelaku Perjalanan Potensial Tekan Penularan Covid-19,0
122,"Antisipasi Jadi Zona Merah, Wilayah Zona Oranye Diminta Perketat Penanganan Covid-19",0
123,"Disiplin Protokol Kesehatan, Upaya Menekan Peningkatan Kasus Aktif",0
124,"Pemeriksaan Kedatangan Internasional Diperketat, Cegah Varian Baru Sars Cov-2",0
125,Apakah Vaksin COVID-19 Hanya Untuk Peserta BPJS?,0
126,Pasien Sembuh Covid-19 Bertambah Mencapai 563.980 Orang,0
127,Vaksin Covid-19 Buatan Pfizer Berbentuk Vape,1
128,Peraturan Menteri Kesehatan Republik Indonesia Nomor 84 Tahun 2020,0
129,Syarat Vaksin Gratis Jokowi: BPJS Kesehatan Anda Harus Aktif,1
130,"HOAKS: Video Perawat Pingsan Setelah Mendapat Vaksin COVID-19, Potensi Genosida Massal",0
131,Relawan Alami Gangguan Saraf Setelah Disuntik Vaksin Sinovac,1
132,Sebanyak 558.703 Pasien Sembuh Dari Covid-19,0
133,Kesembuhan COVID-19 di Sulawesi Selatan Meningkat,0
134,Paus Fransiskus Mengatakan Vaksin Covid Sekarang Akan Diperlukan Untuk Masuk Surga,1
135,440.000 Tenaga Kesehatan dan 23.000 Vaksinator Disiapkan untuk Pelaksanaan Vaksinasi,0
136,Pemerintah Pantau Perkembangan Varian Baru Virus COVID-19,0
137,Satgas Bentuk Tim Khusus Monitoring Dokter Terinfeksi COVID-19,0
138,Peningkatan Kasus Aktif Tidak Bisa Ditoleransi,0
139,Ibadah Natal Harus Utamakan Kesehatan dan Keselamatan Jemaat,0
140,Daerah Jangan Lengah Selama Libur Akhir Tahun Agar Tidak Masuk Zona Merah,0
141,Fasilitas Isolasi Mandiri Antisipasi Lonjakan Pasien COVID-19,0
142,Prasyarat Perjalanan Cegah Kenaikan Kasus Paska Libur Panjang,0
143,Peran Ibu Perkuat Ekonomi Keluarga di Masa Pandemi,0
144,Pasien Sembuh Covid-19 Semakin Bertambah Menjadi 546.884 Orang,0
145,Vaksinasi Bagi Ibu Hamil dan Lanjut Usia Aman dan Perlu,0
146,Badan POM Pastikan Keamanan dan Khasiat Vaksin COVID-19,0
147,Video Jarum Suntik Menghilang Saat Proses Vaksinasi Covid-19,1
148,Jokowi Akan Menggunakan Vaksin Pfizer dan Vaksin Sinovac Untuk Masyarakat,1
149,Bukan Karena Vaksin COVID-19 Respon Vagal Sebabkan Seorang Perawat Pingsan,0
150,Klarifikasi tentang Pemberitaan Sinovac,0
151,Vaksinasi Gratis Percepat Kekebalan Komunitas,0
152,"Video Perawat Pingsan Setelah Mendapat Vaksin Covid-19, Potensi Genosida Massal",1
153,"Keamanan, mutu dan efektivitas vaksin COVID-19",0
154,"Vaksin COVID-19 GRATIS, Tanpa syarat!",0
155,Instruksi dari Presiden Terkait Vaksinasi COVID-19,0
156,Waspadai Libur Panjang yang Acap Picu Lonjakan Kasus Positif COVID-19,0
157,Pasien Sembuh COVID-19 Terus Bertambah Menjadi 536.260 Orang,0
158,"Vaksin COVID-19 Gratis Tanpa Syarat, Badan POM Kawal Keamanan dan Efektivitasnya",0
159,Seniman Tetap Semangat Berkesenian Saat Pandemi,0
160,Vaksin yang disimpan -80 Derajat Bukanlah Vaksin Melainkan Agen Transfeksi yang Dapat Memanipulasi Genetika Manusia,1
161,Singapura Membuka Vaccine Tourism dan Melakukan Vaksinasi di Bandara Changi,1
162,Persatuan Perawat Nasional Indonesia (PPNI) Dukung Vaksinasi COVID-19,0
163,Apa Saja Rekomendasi Vaksinasi untuk Dewasa Khususnya Selama Pandemi?,0
164,Foto 4 Orang Alami Kelumpuhan Wajah Setelah Disuntik Vaksin Corona,1
165,Kandungan Formaldehida pada Vaksin Menyebabkan Leukimia pada Anak,1
166,Kesembuhan Kumulatif Terus Meningkat Menjadi 526.979 Orang,0
167,Badan POM Pastikan Keamanan dan Efektivitas Vaksin,0
168,Satgas Covid-19 Sebut Pentingnya Komunikasi Terstruktur Dalam Program Vaksinasi,0
169,Pemerintah Daerah Harus Screening Para Pelaku Perjalanan,0
170,Tekan Kasus Aktif Covid-19 Dengan Disiplin Protokol Kesehatan,0
171,Satgas Covid-19: Berikan Sanksi Kepada Penyelenggara Yang Mengundang Kerumunan,0
172,Sebagian Besar Kabupaten/Kota Memiliki Kasus Aktif Dibawah 100,0
173,"Realisasi Program PEN di Kuartal IV 2020 Sudah Capai Rp 163,13 Triliun",0
174,Pasien Sembuh Bertambah Menjadi 521.984 Orang,0
175,Analisis Data COVID-19 Indonesia (Update Per 13 Desember 2020),0
176,"Pemerintah Dukung Pekerja, Realisasi Bantuan Subsidi Upah Capai 93,94%",0
177,Presiden Memastikan Vaksin COVID-19 Gratis untuk Masyarakat,0
178,Perkembangan Testing Nasional Jadikan Bahan Evaluasi,0
179,Kenali Risiko Mobilitas Agar Terhindar COVID-19,0
180,Risiko Kematian COVID-19 Dipengaruhi Usia Dan Riwayat Komorbid,0
181,Satgas COVID-19: Pengumuman Program Vaksinasi Tunggu Keputusan Pemerintah,0
182,Perkembangan Peta Zonasi Risiko Perlu Disikapi Serius,0
183,Patuhi Protokol Kesehatan Guna Menekan Positivity Rate,0
184,Provinsi Dengan Penurunan Kasus Aktif Diminta Tetap Tingkatkan 3T,0
185,Provinsi Prioritas Harus Tingkatkan Kesembuhan dan Tekan Kematian,0
186,Satgas COVID-19: Menghalangi Petugas Harus Ditindak Tegas,0
187,Kesembuhan Kumulatif Terus Bertambah Menjadi 516.656 Orang,0
188,Pelaku Ekonomi Kreatif Optimis Bisa Bangkit dari Pandemi,0
189,IDI tolak yg Pertama dpt Vaksin Sinovac China,1
190,IDI Optimis Vaksinasi akan Hentikan Penularan COVID-19 ,0
191,Vaksin Perlu Didukung Kepatuhan Masyarakat Menerapkan 3M,0
192,"Vaksinasi Penting di Masa Pandemi, Dorong Terciptanya Kekebalan Kelompok",0
193,Kesembuhan Covid-19 Terus Bertambah Menjadi 510.957 Orang,0
194,440 Ribu Nakes dan 23 Ribu Vaksinator Persiapkan Vaksinasi,0
195,Sistem Distribusi Vaksin Dikelola Secara Terintegrasi,0
196,Dubes RI untuk Uni Emirat Arab: Dengan Vaksin Insya Allah Kita Akan Sehat,0
197,Efikasi dan Efektivitas: Faktor Penting Vaksin Berkualitas,0
198,Bagaimana Vaksin Bekerja?,0
199,Kesembuhan COVID-19 Mencapai 505.836 Orang,0
200,Pasien Sembuh COVID-19 Melebihi Setengah Juta Orang,0
201,Kreativitas Itu Murni Bakat atau Dapat Dilatih?,0
202,Ketua Tim Peneliti Pfizer: Vaksin Covid-19 Dapat Menyebabkan Kemandulan bagi Perempuan,1
203,Telapak Kaki Relawan Melepuh Efek Samping Suntik Vaksin Covid-19,1
204,Kreativitas Dongkrak Penghasilan UMKM PRAKARDUS,0
205,Orang Tua dan Anak Bisa Terus Asah Kreativitas Saat Pandemi,0
206,Kesembuhan Kumulatif COVID-19 Mencapai 496.886 Orang,0
207,"Vaksin Datang, Protokol Kesehatan Jangan Hilang",0
208,"Satgas PEN: Banpres Produktif Dorong Usaha Mikro Bertahan, Beradaptasi, dan Berinovasi di Tengah Pandemi",0
209,Analisis Data COVID-19 Indonesia (Update Per 6 Desember 2020),0
210,Protokol Kesehatan dan Vaksin Saling Melengkapi Guna Akhiri Covid-19,0
211,Satgas Covid-19: Penerapan PSBB Ketat Harus Memperhatikan Multisektor,0
212,"Testing Covid-19 Per Desember 2020 Mencapai 95,35 Persen",0
213,Tekan Penularan Dengan Protokol Kesehatan Di 10 Provinsi Kenaikan Kasus Tertinggi,0
214,Pemda Diminta Tingkatkan Penanganan Untuk Menurunkan Kasus Aktif,0
215,Satgas Covid-19: Jaga Kondusifitas Sampai Pilkada Selesai,0
216,Tingkat Kepatuhan Pemilih Pilkada Terhadap Protokol Kesehatan Di Atas 90 Persen,0
217,Vaksinasi Dilakukan Bertahap,0
218,Total Pasien Sembuh Sudah Berjumlah 491.975 Orang,0
219,Penerima Bantuan Subsidi Upah Capai 90%,0
220,Vaksin dan 3M Dijalankan Berdampingan Untuk Proteksi Diri,0
221,Vaksin+3M+3T Paket Ampuh Lawan COVID-19,0
222,Inilah 6 Jenis Vaksin COVID-19 Yang Ditetapkan Pemerintah,0
223,Bio Farma Siapkan Vaksin COVID-19 dari Sinovac,0
224,TNI-POLRI Kawal Pengiriman Vaksin,0
225,Kesembuhan Harian di Yogyakarta Meningkat,0
226,Inilah 5 Juru Bicara Vaksinasi COVID-19,0
227,Majelis Ulama Indonesia Berkomitmen Kawal Kehalalan Vaksin COVID-19,0
228,Pilkada Serentak Harus Terapkan Protokol Kesehatan,0
229,Vaksin Sinovac Bukti Komitmen Pemerintah Atasi Covid-19,0
230,Daerah Harus Pastikan Alat Kesehatan Tersedia Jelang Akhir Tahun,0
231,Satgas Covid-19: Zona Risiko Sedang Bukan Zona Nyaman,0
232,Pemda Diminta Evaluasi Menyeluruh Tekan Penularan Covid-19,0
233,Per 8 Desember 2020 Pasien Sembuh Mencapai 483.497 Orang,0
234,Tahap Awal Pengadaan Vaksin COVID-19,0
235,"Badan POM, MUI, dan Para Ahli Kawal Vaksin COVID-19",0
236,"Lakukan Semua: 3M, 3T, dan Vaksinasi",0
237,"Badan POM Kawal Aspek Mutu, Keamanan dan Khasiat Vaksin COVID-19",0
238,Menko PMK Tekankan Vaksinasi Memprioritaskan Garda Depan,0
239,China Sembuh dari COVID-19 Tanpa Vaksin,1
240,Fasilitas Fiskal Dukung Vaksinasi dan Penanganan COVID-19,0
241,Menteri Luar Negeri: Diplomasi Vaksin Terus Dilanjutkan Untuk Mengawal Vaksinasi COVID-19,0
242,Pemerintah Perkenalkan Juru Bicara Vaksinasi COVID-19,0
243,Menteri Kesehatan: Pelaksanaan Vaksinasi Menunggu Izin Penggunaan dari Badan POM,0
244,Tenaga Kesehatan Sasaran Pertama Vaksinasi COVID-19,0
245,Pemerintah Alokasikan Anggaran Khusus untuk Vaksin COVID-19,0
246,Kerja Diplomasi Indonesia Kawal Vaksin COVID-19,0
247,Protokol Kesehatan dan Vaksinasi Putus Mata Rantai Penularan COVID-19,0
248,"Tahapan Vaksinasi COVID-19, Tunggu Evaluasi Badan POM dan MUI",0
249,"Tetap Lakukan 3T dan 3M, Sambut Optimis Vaksin COVID-19",0
250,"Vaksin Datang, Prokes Jangan Hilang!",0
251,Tetap 3M Walau Vaksin Sudah Tiba!,0
252,"Seberangi Samudra, Vaksin Dilindungi Peti Kemas Khusus",0
253,"Vaksin Telah Tiba, Hatiku Gembira",0
254,Sistem Informasi Satu Data Vaksinasi COVID-19 Hindari Informasi Ganda,0
255,Kesembuhan Kumulatif COVID-19 Semakin Bertambah Mencapai 470.449 Orang,0
256,Apa Saja Kandungan Vaksin?,0
257,Keputusan Menteri Kesehatan Republik Indonesia nomor 9860 Tahun 2020,0
258,Cerita Dokter Relawan di Garda Terdepan Penanganan COVID-19,0
259,Papua Masuk Lima Besar Kesembuhan Harian Tertinggi,0
260,Cegah Klaster Kantor Lewat Disiplin 3M,0
261,Relawan: Vaksin dan 3M Percepat Pemulihan Kehidupan,0
262,Tahapan Uji Klinik Vaksin,0
263,Cara Vaksin Picu Kekebalan Tubuh,0
264,Satgas Ingatkan Masyarakat Cegah Kenaikan Kasus Dengan Disiplin 3M Selama Libur Panjang,0
265,4 Pesan Penting Satgas Covid-19 Menjelang Pilkada,0
266,Kapasitas Testing 16 Provinsi Capai Target WHO,0
267,Satgas Covid-19: Jangan Sampai Keterbatasan Alat Kesehatan Menghambat Hak Masyarakat,0
268,Kepatuhan Masyarakat Terhadap Protokol Kesehatan Harus Ditingkatkan,0
269,3M-3T-Vaksinasi: Penularan Terhambat - Pandemi Melambat - Ekonomi Meningkat,0
270,Vaksin dan 3M Paket Lengkap Proteksi Kesehatan Masyarakat,0
271,Pemerintah Pusat Jelaskan Kenaikan Signifikan Kasus Harian Covid-19,0
272,Vaksinasi Sukses Jika Didukung 3M,0
273,Kenapa Vaksin Butuh Rantai Dingin (Cold Chain)?,0
274,Satgas Covid-19: Penanganan Covid-19 di Ibukota Tetap Berjalan,0
275,Optimisme Vaksin Pulihkan Ekonomi,0
276,Pasien Sembuh COVID-19 Sudah Mencapai 458.880 Orang,0
277,"COVID-19 Berbahaya, Vaksin dan 3M Pencegahannya",0
278,Analisis Data COVID-19 Indonesia (Update Per 29 November 2020),0
279,Kandungan Alumunium pada Vaksin Berbahaya bagi Otak,1
280,Peningkatan Jumlah Kasus Menjadi Pembelajaran Serius,0
281,Pemerintah Pusat Dan Daerah Intensifkan Sinkronisasi Data Covid-19,0
282,Laboratorium Covid-19 Minimal Berstandar Biosafety Level 2,0
283,"Testing Covid-19 Per November Meningkat Menjadi 90,64% Dari Target WHO",0
284,Kasus Aktif Indonesia Lebih Baik Dari Rata-Rata Dunia,0
285,Pemda Harus Optimalkan 3T Guna Tekan Penularan Covid-19,0
286,Pasien Sembuh COVID-19 Sudah Mencapai 454.879 Orang,0
287,Masyarakat Tetap Disiplin 3M Setelah Vaksin Tiba,0
288,"Vaksin, 3M, dan Hidup Sehat: Jurus Menyelesaikan Pandemi COVID-19",0
289,Kesembuhan COVID-19 di Jawa Tengah Meningkat Pesat,0
290,Rantai Distribusi Vaksin Telah Siap,0
291,Pemerintah Pastikan Kesiapan Vaksinasi,0
292,Infografis COVID-19 (30 November 2020),0
293,Buku Saku #InfoVaksin,0
294,"Vaksinasi COVID-19, Prioritaskan Keselamatan Masyarakat",0
295,Kesembuhan COVID-19 Terus Bertambah Menjadi 445.793 Orang,0
296,"Pasien Sembuh Terus Bertambah, Kesembuhan Total Menjadi 441.983 Orang",0
297,Mengapa Vaksinasi COVID-19 Diperlukan?,0
298,Korea Selatan Kelabakan Lihat Warganya Meninggal Satu Persatu Usai Disuntik Vaksin,1
299,Vaksin Covid-19 berbasis mRNA Dapat Mengubah DNA Manusia,1
300,Kesembuhan Pasien COVID-19 Terus Meningkat Menjadi 437.456 Orang,0
301,Akselerasi Vaksin COVID-19 Karya Anak Bangsa,0
302,"Kebijakan Ticketmaster, Wajibkan Vaksin Covid-19 Sebelum Menghadiri Konser",1
303,Pemerintah Kawal Kesiapan Sarana Vaksin COVID-19,0
304,Pembelajaran Tatap Muka Harus Cegah Klaster Institusi Pendidikan,0
305,Kerumunan Pemicu Klaster Baru,0
306,Satgas COVID-19: Pengalaman Libur Panjang Sebelumnya Jadikan Pelajaran,0
307,Satgas COVID-19: Menghalangi Petugas Kesehatan Memeriksa Akan Dijatuhi Sanksi,0
308,Satgas COVID-19: Pastikan Tidak Terjadi Penumpukan dan Kerumunan di TPS Pilkada,0
309,Satgas COVID-19: Jaga Ketersediaan Alat Material Kesehatan di Daerah,0
310,Satgas COVID-19: Penambahan Kasus Positif Harian Harus Menjadi Peringatan,0
311,Kabupaten/Kota Dengan Kasus Aktif Diatas 1.000 Jumlahnya Menurun,0
312,Mayoritas Provinsi Prioritas Mengalami Penurunan Kasus Positif,0
313,Bantuan Bagi Pendidik dan Tenaga Kependidikan Non PNS di Kemenag,0
314,"Vaksinasi : Hentikan Penularan, Pulihkan Kesehatan, dan Bangkitkan Ekonomi",0
315,"Peran Strategis BPOM, Pastikan Vaksin COVID-19 Aman dan Efektif",0
316,Pemerintah Siapkan Sistem Informasi dan Satu Data Pelaksanaan Vaksinasi COVID-19,0
317,Kemenag Alokasikan Bantuan Pemulihan Ekonomi untuk Pendidikan Keagamaan,0
318,Perayaan Natal Disyaratkan Terapkan Protokol Kesehatan Ketat,0
319,Mendikbud: Pembukaan Sekolah Tatap Muka Harus Keputusan Bersama,0
320,Mendikbud: Semua Guru Honorer Berpeluang Menjadi P3K Tahun 2021,0
321,"Dana Bantuan PCPEN Telah Terealisasikan Rp423,23 Triliun",0
322,Program Pemulihan Ekonomi Nasional Sokong Pendidikan Nasional Hadapi Pandemi COVID-19,0
323,Pasien Sembuh COVID-19 Jumlahnya Terus Meningkat Menjadi 429.807 Orang,0
324,Optimisme Pendidik di Tengah Tantangan Pandemi COVID-19,0
325,Vaksin Paling Efektif Cegah Penyakit Menular,0
326,Vaksin Polio Produksi Bio Farma Jadi Vaksin Pertama di Dunia Yang Masuk EUL dari WHO,0
327,Satgas Covid-19 Pantau Penyelenggaraan Pilkada Guna Cegah Penularan ,0
328,Pentingnya Sinergi Komunitas Agama dan Ormas Dalam Penanganan Covid-19,0
329,Pembelajaran Tatap Muka Harus Utamakan Keselamatan Siswa ,0
330,Jumlah Testing Pekan Ketiga November Dekati Standar WHO,0
331,"Terjadi Kenaikan Jumlah Pasien, Prof Wiku: Peringatan Penanganan Covid-19",0
332,Pemerintah Kaji Libur Panjang Akhir Tahun,0
333,Tren Kesembuhan Mingguan Harus Terus Ditingkatkan,0
334,Pemerintah Telah Siapkan Sistem Satu Data Vaksinasi COVID-19,0
335,Kesembuhan Kumulatif Covid-19 Terus Bertambah Menjadi 425.313 Orang,0
336,Indonesia Berpengalaman dan Siap Distribusi Vaksin Sampai ke Pelosok,0
337,Vaksin Upaya Serius Negara Melindungi Masyarakat,0
338,Tenaga Kesehatan dan Vaksinator Siap Laksanakan Vaksinasi COVID-19,0
339,Program-program Imunisasi di Indonesia Terbukti Berhasil Cegah Penyakit Menular,0
340,Kesembuhan Kumulatif Covid-19 Sebanyak 422.386 Orang,0
341,Prinsip Utama Vaksin COVID-19: Aman dan Efektif,0
342,Pasien Sembuh Dari COVID-19 Sudah Berjumlah 418.188 Orang,0
343,Apa Pentingnya Vaksin Bagi Manusia?,0
344,Sulawesi Selatan Banyak Menambahkan Kesembuhan Harian,0
345,Pasien Sembuh COVID-19 Terus Bertambah Menjadi 410.552 Orang,0
